"LAT","LON","LAT1","LON1","SHIPNAME","ship_type","distance","DATETIME"
54.7968,18.42252,54.7968,18.43028,"JURMALA","Fishing",498,2016-12-18 19:45:08.000000
54.52409,18.557,54.54576,18.70197,"KAPER-2 SG-312","Fishing",9669,2016-12-13 11:31:08.000000
54.70433,20.48367,54.70433,20.48367,"KAPITAN EDEMSKIY","Fishing",0,2016-12-14 13:13:03.000000
54.53563,18.51833,54.79379,18.97519,"KAPITAN GERASHCHENKO","Fishing",41122,2016-12-13 11:31:08.000000
54.37406,18.66191,54.37393,18.66181,"KAPITAN KRAVCHENKO","Fishing",16,2016-12-14 00:41:01.000000
57.68848,11.60009,57.69845,11.64067,"KLONDYKE","Fishing",2657,2016-12-14 10:29:05.000000
54.79787,18.43168,54.7965,18.41905,"KOL-143","Fishing",825,2016-12-17 17:41:07.000000
54.79731,18.42032,54.79916,18.44166,"KOL-148","Fishing",1385,2016-12-18 00:27:07.000000
54.79809,18.42753,54.79715,18.42188,"KPT.WISNIEWSKI","Fishing",377,2016-12-17 06:17:08.000000
57.60241,11.81972,57.60079,11.64452,"KRISTIN","Fishing",10451,2016-12-20 05:31:06.000000
54.79743,18.43549,54.79707,18.4221,"KRISTINA","Fishing",860,2016-12-20 01:27:06.000000
54.37183,18.663,54.3715,18.66283,"KURSHSKAYA KOSA","Fishing",38,2016-12-20 05:59:02.000000
54.63484,18.99275,54.60289,18.80058,"KUZ-42","Fishing",12887,2016-12-18 13:07:02.000000
57.73225,11.67257,57.73215,11.67255,"LAGUN","Fishing",11,2016-12-14 00:29:06.000000
55.68113,20.80552,55.77594,20.80774,"LBB-1010","Fishing",10555,2016-12-17 22:01:06.000000
55.67906,21.1461,55.67897,21.14639,"LBB-6931","Fishing",21,2016-12-20 08:35:14.000000
55.73877,20.80297,55.75491,20.80759,"LBB 1032","Fishing",1820,2016-12-17 19:21:06.000000
55.72517,21.08895,55.7087,21.11383,"LBB 1044","Fishing",2407,2016-12-14 22:57:06.000000
55.71296,20.80702,55.77367,20.80852,"LBB 1066","Fishing",6759,2016-12-17 00:09:06.000000
55.71531,20.80318,55.76964,20.80727,"LBB 1094","Fishing",6053,2016-12-17 07:53:06.000000
55.75541,20.85447,55.75286,20.87562,"LBB 1107","Fishing",1355,2016-12-19 21:49:14.000000
55.72502,21.09095,55.71549,21.10774,"LBB 1113","Fishing",1495,2016-12-14 23:59:06.000000
54.59534,18.79825,54.76302,18.60273,"LEB-7","Fishing",22512,2016-12-15 05:39:08.000000
54.37295,18.66258,54.37352,18.66222,"LIRA","Fishing",68,2016-12-14 21:07:02.000000
57.92972,11.60295,57.92967,11.60318,"LIZ","Fishing",15,2016-12-18 14:39:06.000000
57.6825,11.64905,57.68261,11.64897,"MARINA","Fishing",13,2016-12-15 15:21:06.000000
57.68228,11.64755,57.65689,11.60139,"MARINO","Fishing",3942,2016-12-19 19:23:04.000000
54.79665,18.42989,54.7972,18.42006,"MIKADON","Fishing",634,2016-12-14 18:17:07.000000
57.66339,11.89193,57.66339,11.89188,"NAUTIC CENTER DEMO","Fishing",3,2016-12-19 06:29:06.000000
54.79718,18.43477,54.79576,18.42532,"NAUTILUS","Fishing",627,2016-12-19 19:51:07.000000
55.72448,21.096,55.7168,21.10915,"NIKOLAY SOLODCHUK","Fishing",1188,2016-12-19 22:49:22.000000
54.70451,20.48368,54.70477,20.48366,"NIVENSKOYE","Fishing",29,2016-12-14 19:13:03.000000
54.51922,18.79473,54.52779,18.60798,"OCEANOGRAF","Fishing",12103,2016-12-16 19:53:07.000000
54.79603,18.74409,54.52597,18.60096,"ORKA WLA-139","Fishing",31444,2016-12-15 14:15:07.000000
54.37226,18.99548,54.3893,18.99751,"PIA-96","Fishing",1901,2016-12-18 14:43:02.000000
54.43779,18.79711,54.46845,18.99503,"PL ZAG-17","Fishing",13256,2016-12-16 16:55:07.000000
57.71556,11.95796,57.71579,11.95836,"POLAR","Fishing",35,2016-12-15 15:59:05.000000
54.79617,18.42855,54.79729,18.41826,"R 222 BORNOE","Fishing",672,2016-12-15 00:05:07.000000
54.79491,18.41795,54.79691,18.41784,"R 355 TRINE LOUISE","Fishing",223,2016-12-16 10:47:07.000000
57.73264,11.66352,57.72477,11.66472,"RANDI","Fishing",879,2016-12-18 18:45:05.000000
57.60331,11.79288,57.6466,11.85734,"RODSKAR GG430","Fishing",6163,2016-12-14 11:59:05.000000
57.64551,11.8581,57.64564,11.85814,"RON","Fishing",15,2016-12-18 02:59:05.000000
54.79936,18.46053,54.79611,18.42903,"RONDO","Fishing",2054,2016-12-20 02:45:07.000000
57.74811,11.60605,57.76882,11.60878,"ROSSO","Fishing",2311,2016-12-19 18:17:13.000000
54.79561,18.42839,54.7969,18.42219,"RUNAVIK GG 44","Fishing",423,2016-12-15 17:41:07.000000
57.74739,11.60602,57.69403,11.60128,"SAIBON LL1248","Fishing",5947,2016-12-16 02:05:05.000000
57.67932,11.78665,57.67745,11.76922,"SANDEFJORD","Fishing",1058,2016-12-14 20:55:05.000000
57.64328,11.86087,57.64533,11.8585,"SKAGERAK","Fishing",268,2016-12-16 20:03:05.000000
57.71763,11.97189,57.71763,11.97189,"SKRAALLAN","Fishing",0,2016-12-14 02:29:07.000000
57.74861,11.63749,57.74808,11.60806,"SONGVAR","Fishing",1749,2016-12-19 16:31:05.000000
54.67473,20.14485,54.67498,20.14534,"STARYY ARBAT","Fishing",42,2016-12-14 12:51:03.000000
57.70704,11.6593,57.7071,11.65927,"STELLA NOVA","Fishing",7,2016-12-17 00:05:05.000000
57.63983,11.68664,57.65093,11.68491,"STJARNVIK","Fishing",1240,2016-12-13 22:01:03.000000
57.74959,11.60024,57.74808,11.61438,"STRANNEFJORD","Fishing",857,2016-12-18 20:43:05.000000
59.94119,30.25643,59.9412,30.25645,"SUJINYU00618","Fishing",2,2016-12-15 13:05:03.000000
57.64485,11.85847,57.64503,11.85826,"SUNNANLAND","Fishing",24,2016-12-18 14:49:05.000000
57.74836,11.60397,57.76917,11.60111,"SVANEN","Fishing",2323,2016-12-19 19:45:04.000000
57.67327,11.66443,57.67317,11.66446,"SVANVIK","Fishing",11,2016-12-14 20:31:05.000000
57.71615,11.95823,57.71599,11.9586,"TOR-ON","Fishing",28,2016-12-19 21:33:05.000000
57.7167,11.9584,57.71657,11.95847,"TORLAND","Fishing",15,2016-12-16 20:19:05.000000
57.74863,11.60474,57.79709,11.60405,"ULRIKA","Fishing",5395,2016-12-15 13:59:06.000000
54.70463,20.48575,54.70491,20.48579,"VALERIY DZHAPARIDZE","Fishing",31,2016-12-18 05:43:02.000000
57.7067,11.66161,57.70681,11.66157,"VALOSKAR","Fishing",12,2016-12-17 21:33:05.000000
57.67628,11.76015,57.67639,11.74027,"VASTERLAND","Fishing",1183,2016-12-20 03:05:05.000000
57.67385,11.66483,57.67399,11.66501,"VASTFJORD II","Fishing",19,2016-12-14 23:47:05.000000
57.60386,11.73032,57.60025,11.81978,"VERA C","Fishing",5351,2016-12-14 16:21:05.000000
57.74534,11.61588,57.74051,11.60408,"VICTORIA","Fishing",884,2016-12-16 11:49:05.000000
57.67751,11.76118,57.67876,11.77928,"VINGAFJORD GG-173","Fishing",1086,2016-12-15 04:29:06.000000
54.79846,18.43364,54.79619,18.42685,"VITAS","Fishing",504,2016-12-19 23:53:15.000000
54.79861,18.46391,54.79633,18.41696,"WLA-13O","Fishing",3024,2016-12-17 16:39:07.000000
54.52152,18.54946,54.52193,18.5509,"WLA-184 HELOT","Fishing",104,2016-12-20 09:31:07.000000
54.70873,18.79574,54.74882,18.615,"WLA-196","Fishing",12446,2016-12-13 13:59:07.000000
54.79802,18.77056,54.79743,18.42825,"WLA-197","Fishing",21967,2016-12-15 12:23:07.000000
54.70879,18.79837,54.75289,18.60725,"WLA-207","Fishing",13229,2016-12-13 14:13:07.000000
54.79605,18.42918,54.79887,18.43543,"WLA-209 BLANKA","Fishing",509,2016-12-16 16:05:07.000000
54.79933,18.45274,54.79586,18.89992,"WLA-217","Fishing",28699,2016-12-13 14:59:07.000000
54.79729,18.44796,54.79597,18.43716,"WLA-22","Fishing",708,2016-12-18 04:15:07.000000
54.79999,18.44629,54.79649,18.42639,"WLA-254","Fishing",1335,2016-12-17 16:09:07.000000
54.57128,18.99571,54.79381,18.75323,"WLA-291","Fishing",29277,2016-12-19 17:19:01.000000
54.79936,18.4416,54.79669,18.43465,"WLA-295","Fishing",536,2016-12-14 20:49:07.000000
54.79521,18.41767,54.79963,18.70714,"WLA-305","Fishing",18582,2016-12-15 03:11:08.000000
54.79652,18.4319,54.79653,18.41913,"WLA-307","Fishing",819,2016-12-14 19:19:07.000000
54.79646,18.41907,54.79657,18.43504,"WLA-311","Fishing",1025,2016-12-18 03:23:07.000000
54.79964,18.44099,54.79628,18.42995,"WLA-312","Fishing",801,2016-12-16 12:57:07.000000
54.79947,18.44576,54.79849,18.42962,"WLA-32","Fishing",1041,2016-12-16 17:51:07.000000
54.79983,18.44707,54.79922,18.49945,"WLA-39","Fishing",3362,2016-12-18 18:29:07.000000
54.79985,18.51362,54.7969,18.43235,"WLA-58","Fishing",5225,2016-12-18 18:19:06.000000
54.79701,18.41978,54.79902,18.43411,"WLA-6","Fishing",946,2016-12-20 04:19:07.000000
54.70101,18.78435,54.75253,18.60115,"WLA-65","Fishing",13099,2016-12-13 14:07:08.000000
54.79943,18.79554,54.58782,18.79795,"WLA-67","Fishing",23557,2016-12-17 16:07:07.000000
54.7998,18.742,54.79762,18.43322,"WLA-84","Fishing",19816,2016-12-19 02:27:08.000000
54.79725,18.41553,54.7987,18.42815,"WLA-85","Fishing",826,2016-12-16 05:29:07.000000
54.79506,18.67023,54.52485,18.602,"WLA 108","Fishing",30399,2016-12-20 05:43:07.000000
54.79979,18.44126,54.79811,18.42881,"WLA 11","Fishing",821,2016-12-16 17:09:07.000000
54.79989,18.4425,54.79826,18.43361,"WLA 116","Fishing",599,2016-12-20 04:07:06.000000
54.59471,18.79885,54.79799,18.93761,"WLA 250","Fishing",24326,2016-12-13 16:57:09.000000
54.66091,18.79849,54.74515,18.60389,"WLA 253","Fishing",15640,2016-12-13 14:19:08.000000
54.66681,18.7963,54.79142,18.60183,"WLA 31","Fishing",18673,2016-12-13 17:11:08.000000
54.66631,18.79847,54.74592,18.60481,"WLA 51","Fishing",15287,2016-12-13 17:25:07.000000
54.76186,18.79955,54.59871,18.79995,"WLA 60","Fishing",18162,2016-12-18 06:23:07.000000
54.79682,18.41658,54.79427,18.73017,"WLA 80","Fishing",20127,2016-12-20 04:25:07.000000
54.79723,18.4341,54.79671,18.42289,"WLA182","Fishing",722,2016-12-16 22:43:07.000000
54.79883,18.43298,54.79611,18.42464,"WLA310","Fishing",615,2016-12-19 20:45:07.000000
54.40871,18.99656,54.48479,18.99528,"ZAG-21","Fishing",8470,2016-12-16 18:03:02.000000
54.44646,18.9902,54.4668,18.99775,"ZAG 31","Fishing",2316,2016-12-17 15:13:01.000000
57.68133,11.8709,57.68141,11.87037,"POLIS 593790","High Special",33,2016-12-20 10:33:05.000000
57.66149,11.84175,57.60096,11.79172,"RIVO","High Special",7368,2016-12-14 10:11:06.000000
57.61596,11.79779,57.6626,11.83972,"VALO","High Special",5762,2016-12-14 10:09:05.000000
59.91144,30.04795,59.91144,30.04795,"35","Navigation",0,2016-12-20 11:11:04.000000
59.91244,30.04861,59.91244,30.04861,"36","Navigation",0,2016-12-20 11:11:04.000000
54.53455,18.66366,54.53282,18.66424,"BY GD","Navigation",196,2016-12-14 16:07:07.000000
54.57765,18.9449,54.60226,18.89077,"BY HEL","Navigation",4438,2016-12-18 15:57:02.000000
54.4649,18.70134,54.46472,18.70113,"BY NP","Navigation",24,2016-12-13 11:31:08.000000
54.41118,18.77667,54.41118,18.77667,"P9 HYDRO METEO","Navigation",0,2016-12-20 11:11:02.000000
59.8778,30.21639,59.8778,30.21639,"ST.-PETERSBURG PT LE","Navigation",0,2016-12-20 11:11:04.000000
57.69927,11.66946,57.70795,11.70189,"ADA","Passenger",2157,2016-12-16 15:51:05.000000
54.6465,19.83599,54.51937,18.55478,"AGAT","Passenger",83855,2016-12-17 12:27:03.000000
57.70451,11.93953,57.70457,11.93954,"ALV VIRA AV GOTEBORG","Passenger",7,2016-12-20 02:59:13.000000
57.705,11.94017,57.70588,11.95625,"ALVELI","Passenger",961,2016-12-16 13:25:05.000000
57.7046,11.94027,57.70587,11.95631,"ALVFRIDA","Passenger",964,2016-12-15 06:17:06.000000
57.70527,11.93951,57.70613,11.95547,"ALVSNABBEN 3","Passenger",954,2016-12-17 17:13:06.000000
57.69279,11.91155,57.70351,11.94312,"ALVSNABBEN 4","Passenger",2225,2016-12-20 09:31:05.000000
57.71219,11.96432,57.70218,11.92533,"ALVSNABBEN 5","Passenger",2573,2016-12-20 09:33:04.000000
57.60499,11.79455,57.64459,11.84249,"ARLAN","Passenger",5253,2016-12-20 09:31:05.000000
55.73615,20.95727,55.73215,21.00029,"ATHENA SEAWAYS","Passenger",2733,2016-12-15 19:35:07.000000
57.70813,11.70251,57.69883,11.6675,"BEDA","Passenger",2325,2016-12-14 10:09:05.000000
57.69633,11.6896,57.71231,11.66467,"BURO","Passenger",2316,2016-12-20 09:31:05.000000
57.70021,11.9236,57.68652,11.87643,"CARL MICHAEL BELLMAN","Passenger",3193,2016-12-19 12:59:05.000000
57.6852,11.8504,57.68612,11.86356,"DIANA","Passenger",790,2016-12-15 19:11:05.000000
57.7439,11.66121,57.75201,11.65924,"DROTT AF DYRON","Passenger",910,2016-12-16 09:07:05.000000
59.85643,30.49589,59.85643,30.49599,"DUNAEVSKIY","Passenger",6,2016-12-19 11:19:05.000000
59.88393,30.22508,59.88388,30.22513,"FITTER W","Passenger",6,2016-12-14 10:13:03.000000
57.62082,11.76727,57.6057,11.79628,"FJORDSKAR","Passenger",2414,2016-12-14 10:09:05.000000
57.98953,11.69569,57.98974,11.69609,"FROJA","Passenger",33,2016-12-16 08:37:05.000000
54.51115,18.7081,54.52425,18.5592,"GLOMAR WAVE","Passenger",9731,2016-12-14 10:09:07.000000
57.6987,11.66765,57.70813,11.70251,"GOTA","Passenger",2324,2016-12-20 09:31:05.000000
57.65084,11.79274,57.64394,11.85177,"GOTA II","Passenger",3599,2016-12-20 09:31:05.000000
57.9295,11.60198,57.93035,11.60016,"HAKEFJORD","Passenger",143,2016-12-20 11:11:05.000000
57.68424,11.86022,57.69351,11.91335,"HAMNEN","Passenger",3326,2016-12-14 10:09:05.000000
57.67397,11.68206,57.65982,11.68945,"HAVSORNEN","Passenger",1635,2016-12-15 11:27:06.000000
59.85481,30.49728,59.85476,30.49736,"KONEVETS","Passenger",7,2016-12-20 10:27:04.000000
57.77127,11.62132,57.74679,11.64108,"LINDA","Passenger",2967,2016-12-20 11:11:05.000000
57.66145,11.84162,57.66146,11.8416,"LYRON","Passenger",2,2016-12-14 01:29:05.000000
54.40402,18.67802,54.79746,18.90025,"M/F WAWEL","Passenger",46082,2016-12-13 11:31:08.000000
57.69866,11.6676,57.70815,11.70251,"MARIE","Passenger",2330,2016-12-20 10:27:05.000000
59.95499,30.27133,59.95501,30.27156,"MOSKVA-3","Passenger",13,2016-12-20 10:41:03.000000
54.6377,19.89132,54.63838,19.8915,"NIDA","Passenger",77,2016-12-20 10:25:02.000000
57.76962,11.62356,57.75609,11.63932,"NORDO III","Passenger",1773,2016-12-14 15:43:05.000000
57.71055,11.95918,57.70426,11.95,"NYA SKARGARDEN","Passenger",888,2016-12-16 18:59:05.000000
55.73611,20.84492,55.73363,20.9275,"OPTIMA SEAWAYS","Passenger",5183,2016-12-14 19:57:06.000000
57.67888,11.78706,57.67769,11.76862,"ORIGO","Passenger",1106,2016-12-14 16:47:06.000000
55.72917,21.03533,55.73167,20.9469,"PATRIA SEAWAYS","Passenger",5550,2016-12-20 10:57:06.000000
57.71171,11.68323,57.711,11.6586,"POLSTJERNAN","Passenger",1467,2016-12-14 10:09:05.000000
59.91213,30.04772,59.91652,30.02609,"PRINCESS ANASTASIA","Passenger",1302,2016-12-20 04:45:04.000000
55.72449,21.02488,55.72519,21.09108,"REGINA SEAWAYS","Passenger",4151,2016-12-14 19:57:06.000000
54.3575,18.70433,54.35761,18.70439,"RUBIN","Passenger",13,2016-12-20 06:15:01.000000
54.40323,18.67777,54.78376,18.93119,"SCOTTISH VIKING","Passenger",45404,2016-12-19 17:15:07.000000
57.68145,11.6452,57.68144,11.64526,"SILVANA","Passenger",4,2016-12-13 13:55:06.000000
57.61813,11.80647,57.66155,11.84216,"SILVERTARNAN","Passenger",5281,2016-12-14 10:09:05.000000
57.66648,11.81299,57.65436,11.80407,"SKARVEN","Passenger",1450,2016-12-17 11:15:06.000000
57.68953,11.89931,57.68629,11.87734,"ST ERIK","Passenger",1356,2016-12-17 15:11:06.000000
54.75467,18.79,54.521,18.798,"STENA BALTICA","Passenger",26017,2016-12-14 00:25:08.000000
57.60029,11.63546,57.70141,11.94293,"STENA DANICA","Passenger",21497,2016-12-14 15:23:05.000000
57.67359,11.79963,57.66095,11.77369,"STENA GERMANICA","Passenger",2089,2016-12-19 07:37:05.000000
57.69179,11.90333,57.60855,11.61805,"STENA JUTLANDICA","Passenger",19355,2016-12-14 10:09:05.000000
57.65563,11.74008,57.65953,11.76765,"STENA SCANDINAVICA","Passenger",1698,2016-12-18 18:27:06.000000
54.79433,18.69187,54.52519,18.79699,"STENA SPIRIT","Passenger",30716,2016-12-17 04:37:07.000000
54.79974,18.78254,54.5274,18.79274,"STENA VISION","Passenger",30324,2016-12-19 22:01:06.000000
57.67707,11.65862,57.67706,11.67557,"SVANEN WEST","Passenger",1009,2016-12-17 14:27:05.000000
57.71309,11.68985,57.70887,11.70227,"SVANHILD","Passenger",875,2016-12-20 10:27:05.000000
54.36517,18.66377,54.36522,18.66389,"TOLL","Passenger",10,2016-12-15 10:45:02.000000
57.6518,11.82213,57.63822,11.81913,"TRUBADUREN","Passenger",1522,2016-12-14 19:57:05.000000
57.75909,11.62117,57.74446,11.64199,"ULRIKA","Passenger",2045,2016-12-20 09:47:05.000000
57.65069,11.79239,57.60153,11.79194,"VESTA","Passenger",5473,2016-12-14 10:09:05.000000
55.73063,20.81393,55.70357,20.8179,"VICTORIA SEAWAYS","Passenger",3023,2016-12-19 13:05:06.000000
59.91043,30.23103,59.91052,30.23086,"VIKING HELGI","Passenger",14,2016-12-19 19:27:03.000000
59.91079,30.22502,59.91083,30.22489,"VIKING INGVAR","Passenger",9,2016-12-19 09:21:04.000000
57.68047,11.84791,57.66312,11.83516,"VIPAN","Passenger",2075,2016-12-17 11:31:05.000000
57.70139,11.6742,57.7056,11.69271,"VIVI","Passenger",1197,2016-12-20 05:25:05.000000
57.66191,11.84173,57.61589,11.79435,"YLVA","Passenger",5849,2016-12-14 11:03:06.000000
54.36739,18.77855,54.36746,18.77855,"ANKAWER IV","Pleasure",8,2016-12-13 17:39:02.000000
54.69701,18.67608,54.69707,18.67603,"ANNA MARIA","Pleasure",7,2016-12-17 09:03:06.000000
57.64877,11.8201,57.63703,11.81757,"ANNABELLA","Pleasure",1316,2016-12-17 11:09:05.000000
57.662,11.84525,57.60107,11.79426,"AQUILA","Pleasure",7432,2016-12-14 10:09:05.000000
54.79725,18.4143,54.79666,18.42704,"ARKUN","Pleasure",820,2016-12-17 23:33:06.000000
54.36329,18.65778,54.36343,18.65776,"ATHENA","Pleasure",16,2016-12-17 15:55:02.000000
57.68672,11.88771,57.68663,11.88781,"ATLANTICA","Pleasure",12,2016-12-17 23:39:05.000000
54.95827,20.36507,54.96674,20.2634,"BARRAKUDA","Pleasure",6566,2016-12-17 08:51:02.000000
57.70084,11.78708,57.70084,11.78708,"BEDA","Pleasure",0,2016-12-15 09:21:05.000000
57.71135,11.94941,57.7111,11.9493,"BLUE ADVENTURE","Pleasure",29,2016-12-16 02:51:06.000000
57.63765,11.87053,57.63765,11.87053,"BMJ WINDY 37","Pleasure",0,2016-12-14 13:53:08.000000
55.70467,21.12292,55.70465,21.12301,"BRABANDER","Pleasure",6,2016-12-20 09:09:14.000000
54.4498,18.43688,54.45473,18.44323,"CARUZZI","Pleasure",686,2016-12-13 12:19:07.000000
57.67095,11.84949,57.67101,11.84939,"CELESTE OF SOLENT","Pleasure",9,2016-12-15 00:17:05.000000
54.79765,18.41814,54.79116,18.6052,"CHA-10","Pleasure",12027,2016-12-15 12:09:08.000000
57.69837,11.78723,57.69859,11.7873,"CHESS ARCONA400","Pleasure",25,2016-12-17 23:47:06.000000
57.74989,11.65425,57.74984,11.65444,"DAISY","Pleasure",13,2016-12-18 09:21:05.000000
54.51931,18.5586,54.51921,18.55857,"DAR MLODZIEZY","Pleasure",11,2016-12-13 17:37:08.000000
57.60165,11.79117,57.62814,11.81317,"DT SUPPLY","Pleasure",3227,2016-12-14 17:51:05.000000
57.60266,11.91622,57.60223,11.91666,"EAGLE","Pleasure",55,2016-12-16 08:57:06.000000
57.70778,11.6594,57.70789,11.65943,"EBBA HARD","Pleasure",12,2016-12-20 00:01:05.000000
57.72092,11.98135,57.72108,11.98115,"EMM XXIII M23","Pleasure",21,2016-12-16 23:19:05.000000
54.697,18.67601,54.697,18.67601,"EMPATIA POLSKA","Pleasure",0,2016-12-13 15:33:01.000000
54.40805,18.6624,54.36434,18.6649,"EUPHORIA","Pleasure",4868,2016-12-14 10:59:08.000000
57.70559,11.65843,57.70559,11.65843,"EXTREMARIUM","Pleasure",0,2016-12-14 10:55:06.000000
54.35801,18.77933,54.35782,18.77942,"FILIPPO","Pleasure",22,2016-12-19 08:35:02.000000
59.90985,30.26317,59.90968,30.26281,"FITTER WORKSHOP","Pleasure",28,2016-12-16 02:57:04.000000
57.60022,11.79387,57.60063,11.79214,"FLORO/HAMBURGSUND","Pleasure",113,2016-12-18 12:05:05.000000
57.66349,11.94331,57.66339,11.94319,"FURUNO SVERIGE AB","Pleasure",13,2016-12-16 10:01:05.000000
57.70065,11.788,57.70028,11.78831,"GISELE","Pleasure",45,2016-12-17 12:29:05.000000
57.71063,11.95077,57.71067,11.95075,"GREAT ESCAPE","Pleasure",5,2016-12-15 21:05:06.000000
57.89077,11.68546,57.89077,11.68546,"HARMONIE II","Pleasure",0,2016-12-17 08:15:06.000000
57.70553,11.65814,57.70559,11.65833,"HIFLYER","Pleasure",13,2016-12-19 03:25:06.000000
54.51751,18.55403,54.5175,18.55403,"HYDROMET","Pleasure",1,2016-12-15 12:13:07.000000
57.66204,11.84554,57.62461,11.8032,"ISADORA","Pleasure",4871,2016-12-17 16:27:05.000000
57.61923,11.92581,57.61911,11.92572,"JEWEL","Pleasure",14,2016-12-15 03:03:05.000000
54.69195,20.24599,54.69191,20.24599,"JOKER","Pleasure",4,2016-12-16 11:03:02.000000
54.51795,18.55228,54.51805,18.55237,"JUNA","Pleasure",13,2016-12-19 11:43:06.000000
54.69586,18.67619,54.696,18.67654,"KAPITAN BORCHARDT","Pleasure",27,2016-12-13 11:31:08.000000
57.71685,11.95878,57.71685,11.95878,"KAXE","Pleasure",0,2016-12-13 12:51:05.000000
54.69584,18.6762,54.69581,18.6762,"KM ,TAN BORCHARDT","Pleasure",3,2016-12-18 18:53:07.000000
57.65931,11.85128,57.65943,11.85122,"KRISTINA 5","Pleasure",14,2016-12-13 22:21:05.000000
54.69945,20.46729,54.69938,20.46726,"KRUZENSHTERN","Pleasure",8,2016-12-18 11:49:02.000000
57.73354,11.65879,57.73353,11.65873,"LA DOLCE VITA","Pleasure",4,2016-12-13 12:07:06.000000
57.70693,11.65845,57.70684,11.65836,"LADY","Pleasure",11,2016-12-20 00:05:06.000000
57.7208,11.9797,57.72077,11.97922,"LADY H","Pleasure",29,2016-12-17 08:51:05.000000
54.36809,18.77848,54.36806,18.77865,"LE VOYAGEUR","Pleasure",12,2016-12-19 22:45:01.000000
55.65516,20.8662,55.60352,20.87367,"LILIAN101","Pleasure",5768,2016-12-15 16:41:07.000000
57.60544,11.89251,57.60969,11.85522,"LOUISE","Pleasure",2274,2016-12-19 13:57:05.000000
55.64753,20.80253,55.70416,20.812,"LT-12465","Pleasure",6332,2016-12-17 13:51:06.000000
54.36006,18.66609,54.36012,18.66599,"MAGNUS ZAREMBA","Pleasure",9,2016-12-18 14:51:02.000000
57.68657,11.88625,57.68657,11.88639,"MANDALAY","Pleasure",8,2016-12-19 21:39:04.000000
57.66805,11.84517,57.66803,11.84517,"MARELD","Pleasure",2,2016-12-19 12:59:05.000000
57.69543,11.66487,57.69537,11.66495,"MARISSA","Pleasure",8,2016-12-15 15:25:05.000000
57.91661,11.60639,57.92041,11.60999,"MARY SWE","Pleasure",474,2016-12-18 13:05:06.000000
59.87449,30.20873,59.87433,30.20861,"MIR","Pleasure",19,2016-12-18 21:33:04.000000
57.8704,11.63615,57.85373,11.60375,"MUCKLE FLUGGA","Pleasure",2669,2016-12-18 11:11:08.000000
54.51734,18.55065,54.51734,18.55065,"MUSASHI M","Pleasure",0,2016-12-14 12:59:07.000000
54.3576,18.70774,54.35769,18.70782,"NATALIA B","Pleasure",11,2016-12-14 15:41:02.000000
57.67041,11.84201,57.67104,11.84959,"NAWICA TRAINING SHIP","Pleasure",457,2016-12-13 13:29:05.000000
54.34949,18.78433,54.34937,18.78434,"NOROY","Pleasure",13,2016-12-16 13:15:02.000000
57.66657,11.84831,57.66663,11.84839,"OM II AF GOTEBORG","Pleasure",8,2016-12-14 21:53:05.000000
54.79654,18.42666,54.79654,18.42666,"ORKA HEL","Pleasure",0,2016-12-18 05:49:06.000000
57.70039,11.91803,57.70009,11.9183,"PAULA","Pleasure",37,2016-12-15 08:57:05.000000
57.69141,11.76896,57.69131,11.76908,"PENTA 60","Pleasure",13,2016-12-14 23:55:05.000000
57.71004,11.6957,57.76413,11.69696,"PENTA 80","Pleasure",6022,2016-12-13 12:51:05.000000
57.9337,11.60542,57.82878,11.60581,"PENTA 81","Pleasure",11680,2016-12-18 09:09:05.000000
57.67062,11.84929,,,"PICKNICK LAGOON 39","Pleasure",,2016-12-18 00:15:09.000000
57.88073,11.603,57.83287,11.60054,"PIMPIM","Pleasure",5330,2016-12-19 11:01:05.000000
54.38841,18.66776,54.3731,18.66348,"PIORUN","Pleasure",1727,2016-12-13 13:35:02.000000
57.69159,11.82292,57.691,11.89191,"SAXKRAN NR 2","Pleasure",4105,2016-12-14 10:09:05.000000
57.64734,11.8575,57.64749,11.85693,"SEA BIRD","Pleasure",38,2016-12-19 14:17:07.000000
57.67896,11.77213,57.67908,11.7929,"SEA WIND","Pleasure",1236,2016-12-16 12:57:05.000000
54.67809,20.14883,54.678,20.1488,"SEDOV","Pleasure",10,2016-12-20 05:55:02.000000
57.70513,11.66091,57.70518,11.6609,"STORMFAGEL","Pleasure",6,2016-12-18 22:03:06.000000
57.64732,11.85466,57.60376,11.79223,"TARNTANK TEKNIK","Pleasure",6112,2016-12-14 10:09:05.000000
57.66684,11.84393,57.71135,11.96479,"TINDRA","Pleasure",8733,2016-12-18 10:25:08.000000
57.65882,11.66803,57.65703,11.67826,"TOOTIKI","Pleasure",641,2016-12-16 09:07:05.000000
57.6595,11.85231,57.65945,11.85235,"TRIPLE ESS","Pleasure",6,2016-12-15 14:05:06.000000
57.70469,11.65831,57.70477,11.65825,"VIKING","Pleasure",10,2016-12-15 00:05:05.000000
57.69901,11.91768,57.70317,11.94353,"WALONA","Pleasure",1606,2016-12-16 17:21:05.000000
57.64092,11.95983,57.64104,11.95973,"WWW.SSBILBEHOR.SE","Pleasure",15,2016-12-13 23:49:05.000000
54.51795,18.55002,54.51795,18.55004,"WXA A SZCZESCIA","Pleasure",1,2016-12-16 04:59:08.000000
54.51776,18.55076,54.51793,18.54998,"WYSPA SZCZESCIA","Pleasure",54,2016-12-16 16:13:07.000000
