"LAT","LON","LAT1","LON1","SHIPNAME","ship_type","distance","DATETIME"
57.65167,11.72317,57.61483,11.67417,"LECKO","Cargo",5034,2016-12-20 10:27:05.000000
54.53444,18.79492,54.79103,18.918,"LILY-B","Cargo",29642,2016-12-14 11:41:07.000000
55.83518,20.86139,55.8541,20.839,"LINDA","Cargo",2529,2016-12-15 12:59:07.000000
54.40309,18.67644,54.79935,18.96218,"LINGEDIJK","Cargo",47805,2016-12-13 11:31:08.000000
54.54028,18.79135,54.79986,18.8812,"LISA","Cargo",29470,2016-12-15 13:15:08.000000
54.73218,18.79033,54.52565,18.79815,"LISA D","Cargo",22996,2016-12-17 02:15:06.000000
59.91781,30.01933,59.92163,30.00039,"LISTER","Cargo",1139,2016-12-19 03:17:03.000000
54.54268,18.79673,54.79873,18.73806,"LIV KRISTIN","Cargo",28752,2016-12-15 18:35:08.000000
55.66075,20.80509,54.52363,18.79648,"LIVA GRETA","Cargo",179975,2016-12-17 05:11:06.000000
54.53465,18.52815,54.53497,18.52835,"LORD BYRON","Cargo",38,2016-12-20 00:13:06.000000
57.87833,12.0275,57.8895,12.03617,"LURO","Cargo",1345,2016-12-15 05:57:05.000000
55.67367,21.14067,55.66217,21.14783,"LYRA","Cargo",1357,2016-12-14 18:33:07.000000
59.92105,30.0033,59.91205,30.04847,"MAERSK NIAMEY","Cargo",2712,2016-12-20 10:03:03.000000
54.41152,18.792,54.79345,18.96528,"MAERSKMCKINNEYMOLLER","Cargo",43960,2016-12-16 04:45:07.000000
57.62883,11.68972,57.61156,11.66525,"MAGNOLIA SEAWAYS","Cargo",2413,2016-12-16 06:05:05.000000
54.54233,18.5095,54.77483,18.691,"MARIS","Cargo",28398,2016-12-14 10:09:07.000000
54.38618,18.67183,54.38641,18.67165,"MARNE","Cargo",28,2016-12-13 16:41:02.000000
55.72418,21.09668,55.71506,21.11333,"MAUREEN S","Cargo",1456,2016-12-19 04:59:06.000000
57.68228,11.83933,57.67873,11.7854,"MELUSINE","Cargo",3234,2016-12-14 19:57:05.000000
54.40131,18.67926,54.79606,18.7044,"MERI","Cargo",43973,2016-12-13 11:31:08.000000
55.10017,19.80171,54.67559,19.80014,"MERITA","Cargo",47264,2016-12-20 00:39:03.000000
59.90845,30.06624,59.91255,30.04623,"MIKHAIL DUDIN","Cargo",1206,2016-12-15 04:01:03.000000
59.90219,30.09733,59.89796,30.11797,"MIKHAIL LOMONOSOV","Cargo",1245,2016-12-18 21:43:03.000000
59.8715,30.2065,54.52567,18.79567,"MILAN EXPRESS","Cargo",907597,2016-12-13 11:31:04.000000
57.69861,11.9183,57.69083,11.90092,"MINERVA","Cargo",1349,2016-12-18 23:33:06.000000
54.64986,19.86447,54.65864,19.83358,"MIRVA VG","Cargo",2216,2016-12-19 15:31:03.000000
59.912,30.04833,59.91617,30.02817,"MISANA","Cargo",1217,2016-12-19 01:47:03.000000
55.70358,21.12029,55.68801,21.13291,"MISTRAL","Cargo",1906,2016-12-16 20:21:06.000000
57.67783,11.71817,57.67717,11.75267,"MITO STRAIT","Cargo",2055,2016-12-15 20:21:05.000000
59.91857,30.01613,59.87159,30.21377,"MODULUS 2","Cargo",12212,2016-12-14 10:09:03.000000
57.60555,11.66162,54.41258,18.79698,"MOL QUINTET","Cargo",568303,2016-12-15 18:45:09.000000
57.67567,11.80383,57.68117,11.8255,"MSC AMY","Cargo",1428,2016-12-17 00:47:05.000000
55.72766,20.88405,55.72787,20.85677,"MSC MANDRAKI","Cargo",1710,2016-12-13 11:53:06.000000
55.74283,20.81294,54.52764,18.79291,"MSC MATILDE","Cargo",186594,2016-12-19 02:55:05.000000
57.67819,11.77309,57.67958,11.79725,"MSC OSCAR","Cargo",1446,2016-12-14 15:43:05.000000
59.89602,30.1267,59.88975,30.15704,"MSC SABRINA","Cargo",1832,2016-12-16 23:01:03.000000
59.91667,30.02511,59.91933,30.01209,"MSC SANTHYA","Cargo",785,2016-12-20 04:15:03.000000
54.78098,18.93245,54.78885,18.91414,"MULTIMAR","Cargo",1466,2016-12-20 11:07:03.000000
54.64939,19.86546,54.63306,19.89324,"NACC TORONTO","Cargo",2551,2016-12-13 23:23:03.000000
57.93928,11.68787,57.95989,11.71741,"NAVEN","Cargo",2883,2016-12-14 19:57:05.000000
55.72868,21.05503,55.72889,21.0307,"NAVI BALTIC","Cargo",1525,2016-12-15 06:23:06.000000
55.70358,21.12755,55.70363,21.12763,"NBAAR MOON","Cargo",7,2016-12-18 21:05:06.000000
54.65233,19.85667,54.63794,19.88478,"NBP CARRIER","Cargo",2418,2016-12-15 23:43:03.000000
57.60668,11.6594,57.60207,11.62982,"NEWYORKER","Cargo",1837,2016-12-19 02:07:05.000000
59.91663,30.02644,59.92066,30.00638,"NIKOLAS","Cargo",1206,2016-12-18 02:19:03.000000
54.53934,18.79902,54.53531,18.60193,"NINA 1","Cargo",12737,2016-12-20 08:11:17.000000
59.90729,30.07167,59.90236,30.09618,"NJORD","Cargo",1474,2016-12-19 09:51:03.000000
59.90061,30.10557,59.88723,30.17037,"NORDEROOG","Cargo",3913,2016-12-20 09:31:04.000000
57.67521,11.70776,57.67709,11.73576,"NORDIC ACE","Cargo",1680,2016-12-19 19:07:05.000000
59.91153,30.05079,59.9152,30.03243,"NORDIC HAMBURG","Cargo",1103,2016-12-17 14:07:03.000000
54.63261,19.91726,54.63322,19.89455,"NORDIC PHILIP","Cargo",1465,2016-12-19 07:49:03.000000
59.90933,30.06114,59.90448,30.08493,"NOVAYA ZEMLYA","Cargo",1433,2016-12-15 10:35:04.000000
54.53421,18.79514,54.38206,18.65624,"NURI SONAY","Cargo",19174,2016-12-17 05:59:07.000000
55.7255,21.09081,55.72824,21.05654,"OCEAN RAINBOW","Cargo",2170,2016-12-16 15:51:06.000000
54.5304,18.53495,54.79857,18.92571,"OCEAN VOYAGER","Cargo",39040,2016-12-13 11:31:08.000000
54.63303,19.92508,54.64677,20.06415,"OLGA","Cargo",9089,2016-12-17 01:09:02.000000
59.91593,30.02891,59.91209,30.04754,"OMSKIY-132","Cargo",1124,2016-12-18 20:03:03.000000
59.91987,30.01001,59.9176,30.02091,"OMSKIY-134","Cargo",659,2016-12-13 23:19:04.000000
54.40131,18.68085,54.71913,18.99795,"OMSKIY-140","Cargo",40874,2016-12-15 18:15:09.000000
54.63283,19.91191,54.65581,19.84741,"OMSKIY-141","Cargo",4879,2016-12-14 23:33:03.000000
59.91059,30.05536,59.91561,30.03031,"OOCL RAUMA","Cargo",1505,2016-12-15 14:53:04.000000
59.90803,30.06803,59.9116,30.05038,"OSTEREMS","Cargo",1062,2016-12-18 03:35:03.000000
55.72864,21.05701,55.72888,21.04194,"PACIFIC CALM","Cargo",945,2016-12-15 12:59:07.000000
59.89337,30.21968,59.89372,30.21974,"PACIFIC WINTER","Cargo",39,2016-12-16 20:51:04.000000
59.89198,30.14679,59.88899,30.16134,"PAPUA","Cargo",878,2016-12-14 18:43:03.000000
59.9175,30.02117,59.913,30.0425,"PAULINE RUSS","Cargo",1291,2016-12-13 22:17:03.000000
54.53783,18.79302,54.53503,18.60085,"PETER PAN","Cargo",12415,2016-12-19 18:47:06.000000
57.64103,11.69722,57.65259,11.72198,"PETUNIA SEAWAYS","Cargo",1957,2016-12-17 16:55:05.000000
59.88105,30.23214,54.40436,18.66747,"PHANTOM","Cargo",924840,2016-12-13 11:31:04.000000
54.67082,19.80477,54.4116,18.79151,"PHOENIX II","Cargo",71514,2016-12-20 00:41:02.000000
57.87129,12.02258,57.8814,12.02976,"PINTA","Cargo",1203,2016-12-17 02:51:05.000000
59.87857,30.22628,59.87837,30.22568,"PIRITA","Cargo",40,2016-12-14 00:45:03.000000
59.90575,30.07908,59.902,30.09755,"PITZTAL","Cargo",1112,2016-12-15 10:09:03.000000
59.91596,30.26248,59.91915,30.26153,"PL 2","Cargo",359,2016-12-19 10:49:03.000000
59.92117,30.0038,59.91821,30.018,"PLYCA","Cargo",858,2016-12-14 21:53:03.000000
59.92054,30.00686,59.91764,30.021,"POLA MUROM","Cargo",852,2016-12-13 22:43:03.000000
59.9132,30.04201,59.91687,30.02371,"POLA UGLICH","Cargo",1100,2016-12-19 02:07:04.000000
59.89599,30.22679,59.89608,30.22709,"PORT ALFRED","Cargo",20,2016-12-14 00:33:03.000000
55.72672,21.08698,55.71674,21.11054,"PRIMA FORTUNA","Cargo",1848,2016-12-18 00:51:06.000000
57.65028,11.71538,57.63254,11.69205,"PRIMULA SEAWAYS","Cargo",2415,2016-12-15 18:17:05.000000
59.917,30.0235,59.912,30.04717,"PRINCE OF WAVES","Cargo",1433,2016-12-19 19:23:03.000000
59.88584,30.18079,59.88755,30.19603,"PRINCESSE OUI","Cargo",872,2016-12-18 20:17:03.000000
57.60552,11.60822,57.60335,11.61722,"PRISCILLA","Cargo",589,2016-12-19 19:15:05.000000
57.6536,11.7282,57.65665,11.74505,"RAMONA","Cargo",1059,2016-12-17 12:07:06.000000
59.90487,30.08347,59.90187,30.09799,"REINBEK","Cargo",877,2016-12-13 20:17:04.000000
55.71651,21.10869,55.72821,21.06735,"RIG","Cargo",2901,2016-12-16 13:03:06.000000
54.40182,18.68021,54.71562,18.99924,"RIX STAR","Cargo",40550,2016-12-14 16:09:07.000000
54.72743,18.79362,54.51756,18.78807,"RMS RAHM","Cargo",23365,2016-12-19 14:19:07.000000
54.52929,18.55206,54.79571,18.94145,"ROBIN WIND","Cargo",38835,2016-12-13 11:31:08.000000
54.52943,18.55605,54.79797,18.95017,"ROJAREK NAREE","Cargo",39211,2016-12-13 22:09:06.000000
59.91451,30.03557,59.91028,30.05664,"ROZTOCZE","Cargo",1267,2016-12-16 08:59:03.000000
55.72585,21.09099,55.71498,21.11143,"RUBYN","Cargo",1763,2016-12-15 04:25:07.000000
54.69956,20.45387,54.69913,20.45422,"RUSICH-10","Cargo",53,2016-12-13 13:49:02.000000
59.91236,30.0471,59.91788,30.0202,"RUTH","Cargo",1622,2016-12-20 01:33:03.000000
55.73665,20.8532,55.73774,20.87151,"SAFFIER","Cargo",1154,2016-12-15 06:23:06.000000
54.96338,20.31154,54.6333,19.89325,"SAMUR-3","Cargo",45504,2016-12-18 15:17:03.000000
55.7276,21.08277,55.70337,21.11962,"SAN REMO","Cargo",3552,2016-12-18 18:19:06.000000
54.40709,18.65829,54.79984,18.8831,"SANDETTIE","Cargo",46061,2016-12-13 11:31:08.000000
54.53296,18.54217,54.79632,18.92299,"SANTA URSULA","Cargo",38218,2016-12-13 11:31:08.000000
59.94102,30.25613,59.94093,30.25605,"SAT AIS","Cargo",11,2016-12-15 16:01:04.000000
55.72813,21.0776,55.71747,21.10957,"SAXUM","Cargo",2329,2016-12-19 21:19:06.000000
59.909,30.06243,59.90543,30.08021,"SCA TUNADAL","Cargo",1069,2016-12-19 18:05:03.000000
57.6165,11.66683,57.61017,11.63217,"SCHIEBORG","Cargo",2183,2016-12-16 04:31:06.000000
54.53362,18.5377,54.79988,18.89289,"SCHUYLER TRADER","Cargo",37435,2016-12-13 11:31:08.000000
59.90843,30.06649,59.91272,30.04566,"SEAGARD","Cargo",1257,2016-12-20 01:57:03.000000
54.5362,18.79353,54.53223,18.60121,"SEASTAR ENDURANCE","Cargo",12430,2016-12-15 15:53:07.000000
54.50361,18.7412,54.78998,18.60454,"SELENE PRAHM","Cargo",33072,2016-12-14 10:09:07.000000
59.90051,30.10529,59.89773,30.11893,"SERDOLIK","Cargo",822,2016-12-16 08:59:03.000000
57.60117,11.60028,57.60493,11.65567,"SEROJA EMPAT","Cargo",3330,2016-12-20 03:55:04.000000
59.91731,30.02217,59.92015,30.00817,"SEVERNAYA ZEMLYA","Cargo",843,2016-12-19 02:57:04.000000
55.15951,20.15566,54.51932,18.79296,"SILVER FJORD","Cargo",112735,2016-12-15 21:25:02.000000
59.90694,30.07326,59.91338,30.04178,"SILVER PEARL","Cargo",1898,2016-12-15 15:31:04.000000
57.63065,11.69334,57.61919,11.68127,"SKAGENBANK","Cargo",1465,2016-12-19 07:49:06.000000
57.61417,11.6575,57.62883,11.67933,"SLINGEBORG","Cargo",2087,2016-12-18 22:35:05.000000
54.35765,18.67402,54.35757,18.67409,"SM-PRC-107","Cargo",10,2016-12-14 20:07:02.000000
59.91005,30.05787,59.91267,30.04487,"SOLONG","Cargo",782,2016-12-14 01:47:04.000000
57.669,11.69333,57.67833,11.72617,"SOMERSET","Cargo",2214,2016-12-14 01:17:06.000000
54.65482,19.8098,54.51763,18.79629,"SORMOVSKIY-3055","Cargo",67138,2016-12-14 10:09:02.000000
59.9072,30.07142,59.91097,30.05295,"SORMOVSKIY-3056","Cargo",1113,2016-12-15 08:31:03.000000
54.6326,19.90259,54.6664,20.13557,"SORMOVSKIY-3058","Cargo",15470,2016-12-15 12:33:03.000000
54.70193,20.4587,54.65437,20.11265,"SORMOVSKIY-3068","Cargo",22893,2016-12-15 17:43:03.000000
59.90277,30.09381,59.9087,30.06449,"SORMOVSKIY-53","Cargo",1765,2016-12-19 16:31:03.000000
54.6857,20.2302,54.68362,20.32903,"SORMOVSKIY 3064","Cargo",6364,2016-12-16 21:51:03.000000
55.72241,21.09879,55.71562,21.11,"SPANACO FIDELITY","Cargo",1032,2016-12-19 23:23:13.000000
54.53757,18.79627,54.53521,18.61105,"STAR ISFJORD","Cargo",11965,2016-12-19 12:55:06.000000
54.6338,19.936,54.63259,19.90238,"STEENBANK","Cargo",2170,2016-12-16 01:45:02.000000
54.53917,18.7865,54.75467,18.84233,"STENA FORERUNNER","Cargo",24257,2016-12-18 06:59:07.000000
57.71863,11.97329,57.71867,11.97328,"STOCKHOLM","Cargo",4,2016-12-20 05:47:05.000000
59.90365,30.0899,59.90795,30.06853,"STORTEBEKER","Cargo",1285,2016-12-17 03:51:03.000000
55.72252,20.90764,55.72063,20.89128,"STRANDJA","Cargo",1047,2016-12-19 03:47:06.000000
54.64101,20.02567,54.63309,19.89434,"STRATEGIC ENCOUNTER","Cargo",8507,2016-12-16 09:47:02.000000
59.89033,30.22363,59.87295,30.20375,"SUEDEROOG","Cargo",2231,2016-12-14 10:09:03.000000
59.94119,30.25643,59.94119,30.25643,"SVISLOCH","Cargo",0,2016-12-15 01:57:04.000000
54.63951,20.01301,54.64499,20.05175,"SVYATITEL ALEKSIY","Cargo",2569,2016-12-15 12:13:02.000000
57.60037,11.79303,57.60033,11.79305,"SYLVEIA","Cargo",5,2016-12-19 23:27:05.000000
54.40014,18.68065,54.79295,18.60597,"TANAIS","Cargo",43992,2016-12-17 08:27:07.000000
57.96387,11.71894,57.98169,11.74611,"TASMAN","Cargo",2551,2016-12-16 15:51:05.000000
57.61285,11.80496,57.64594,11.85902,"TENDER1","Cargo",4894,2016-12-14 10:09:05.000000
59.90586,30.07837,59.91047,30.05565,"TERSCHELLING","Cargo",1368,2016-12-16 05:57:03.000000
54.7985,18.5849,54.38665,18.67145,"THEA MARIEKE","Cargo",46186,2016-12-16 18:03:07.000000
55.72865,21.05033,55.7284,21.0655,"THOR INTEGRITY","Cargo",951,2016-12-19 22:25:06.000000
57.65178,11.71843,57.65663,11.74896,"THULELAND","Cargo",1897,2016-12-14 13:33:06.000000
54.7588,18.79832,54.52488,18.79947,"THURKUS","Cargo",26040,2016-12-16 14:21:07.000000
55.71618,20.80508,57.99944,12.12687,"TIDAN","Cargo",585564,2016-12-17 04:33:06.000000
54.40072,18.68125,54.69705,18.99755,"TINA","Cargo",38797,2016-12-13 14:39:06.000000
54.65885,19.81686,54.79914,18.85798,"TOLLUND","Cargo",63585,2016-12-13 11:31:03.000000
57.60091,11.68952,57.60003,11.65679,"TRADER BULK","Cargo",1955,2016-12-19 03:31:05.000000
59.92068,30.0053,54.52684,18.78944,"TRANSOSPREY","Cargo",901984,2016-12-18 14:43:03.000000
55.68792,21.13279,55.6643,21.14626,"TRAVEBERG","Cargo",2762,2016-12-16 15:53:06.000000
59.89521,30.1315,59.88806,30.2011,"TRICA","Cargo",3967,2016-12-20 09:31:04.000000
55.74756,20.84578,55.74601,20.86242,"TRUE LOVE","Cargo",1057,2016-12-15 13:27:06.000000
54.69624,20.43857,54.64828,20.07527,"UFA","Cargo",23988,2016-12-15 09:33:04.000000
55.73171,20.97099,55.69459,21.13291,"USOLIE","Cargo",10963,2016-12-14 10:09:06.000000
59.89277,30.14283,59.89643,30.12481,"VALENCIA EXPRESS","Cargo",1086,2016-12-19 14:27:03.000000
55.71448,21.11101,55.70213,20.87546,"VANTAGE WAVE","Cargo",14837,2016-12-14 10:11:07.000000
59.91301,30.04302,59.91079,30.05415,"VARVARA","Cargo",668,2016-12-13 11:33:03.000000
54.54141,18.79506,54.79045,18.68581,"VASTANVIK","Cargo",28601,2016-12-19 05:09:07.000000
55.12457,19.80443,54.52703,18.79842,"VENTURA","Cargo",92662,2016-12-16 23:23:03.000000
54.37488,18.65932,54.37491,18.65989,"VICTORIA","Cargo",37,2016-12-16 09:07:02.000000
55.71801,21.10651,55.66924,21.14524,"VICTORIABORG","Cargo",5948,2016-12-20 10:27:06.000000
57.65609,11.7494,57.64971,11.71424,"VICTORINE","Cargo",2211,2016-12-19 17:29:05.000000
59.9142,30.03802,59.90969,30.05993,"VIDFOSS","Cargo",1322,2016-12-15 10:09:03.000000
59.92171,30.00018,55.75435,20.80184,"VINGAREN","Cargo",714651,2016-12-18 14:55:03.000000
57.60928,11.66926,57.60448,11.66448,"VIONA","Cargo",606,2016-12-20 01:27:05.000000
55.73095,21.04599,55.72998,21.06494,"VITA","Cargo",1193,2016-12-14 21:39:06.000000
55.74082,20.80078,54.40033,18.72667,"VITIM","Cargo",199342,2016-12-17 15:39:06.000000
59.90486,30.08275,59.90915,30.06179,"VLADIMIR","Cargo",1264,2016-12-17 06:39:05.000000
57.64769,11.7103,57.62553,11.68675,"WALTER HAMMANN","Cargo",2838,2016-12-20 11:11:05.000000
59.91361,30.03984,59.91872,30.0146,"WES AMELIE","Cargo",1519,2016-12-16 13:55:03.000000
54.41729,18.79516,54.79601,18.94512,"WES JANINE","Cargo",43253,2016-12-14 22:37:07.000000
54.73234,18.79482,54.52301,18.79691,"WIEBKE D","Cargo",23303,2016-12-17 09:01:08.000000
59.89277,30.2269,59.89294,30.22716,"WILHELM","Cargo",24,2016-12-13 12:09:03.000000
55.73011,20.80713,,,"WILSON ALSTER","Cargo",,2016-12-20 11:11:06.000000
54.76763,18.79493,54.52556,18.79618,"WILSON BILBAO","Cargo",26947,2016-12-15 17:19:08.000000
54.53702,18.79793,54.53523,18.60755,"WILSON HOLLA","Cargo",12298,2016-12-19 16:09:07.000000
55.69126,21.13543,54.52559,18.79034,"WILSON SKY","Cargo",197813,2016-12-14 14:43:06.000000
54.698,20.45283,54.69806,20.45276,"WILSON SUND","Cargo",8,2016-12-19 03:29:02.000000
54.74015,18.79885,54.52353,18.79711,"WILSON VOLOS","Cargo",24114,2016-12-16 23:53:07.000000
55.73263,20.95861,55.73163,20.98156,"WINTER BAY","Cargo",1443,2016-12-15 15:07:07.000000
59.91872,30.01553,59.91378,30.03969,"WMS GRONINGEN","Cargo",1456,2016-12-19 20:39:03.000000
59.91015,30.05674,59.9141,30.03724,"WYBELSUM","Cargo",1174,2016-12-19 15:29:03.000000
59.90249,30.09439,59.90613,30.07705,"X-PRESS ETNA","Cargo",1049,2016-12-19 15:13:03.000000
54.69192,18.95926,54.7202,18.97866,"YAMAL KRECHET","Cargo",3386,2016-12-20 10:25:02.000000
54.68573,20.22603,54.68554,20.17347,"ZAMOSKVORECHYE","Cargo",3382,2016-12-15 15:03:03.000000
54.53359,18.53776,54.53364,18.5378,"ZBASTAR ENDURANCE","Cargo",6,2016-12-19 19:27:07.000000
55.69824,20.86267,55.65665,20.86282,"ZEALAND BEATRIX","Cargo",4630,2016-12-17 00:35:06.000000
59.9185,30.01639,59.91341,30.04125,"ZENIT","Cargo",1498,2016-12-19 10:49:03.000000
59.87498,30.1947,59.87513,30.19516,"ZHEN ZHU HAI","Cargo",31,2016-12-15 12:21:04.000000
54.79691,18.4361,54.7962,18.42845,".WLA-311","Fishing",497,2016-12-14 19:35:07.000000
55.7599,20.80213,55.78035,20.80773,"100","Fishing",2303,2016-12-19 01:21:06.000000
55.70719,21.11483,55.72095,21.10062,"169","Fishing",1772,2016-12-17 18:15:07.000000
55.75827,20.80489,55.77225,20.80305,"652","Fishing",1561,2016-12-18 07:51:06.000000
55.7479,20.80184,55.77372,20.80183,"694","Fishing",2874,2016-12-17 23:35:06.000000
55.73271,21.0479,55.70136,21.11934,"756","Fishing",5679,2016-12-15 00:09:07.000000
54.53802,18.79929,54.36551,18.65534,"AGNESE","Fishing",21344,2016-12-16 07:31:06.000000
57.65135,11.83575,57.65745,11.82032,"AHLMA","Fishing",1143,2016-12-20 07:59:04.000000
59.86845,30.21742,59.86836,30.21739,"ALBATROSS","Fishing",10,2016-12-20 04:01:10.000000
57.65069,11.83671,57.64545,11.858,"ALVSBORG","Fishing",1396,2016-12-19 07:13:06.000000
54.79977,18.4426,54.79672,18.4304,"ANCILLA WLA-68","Fishing",853,2016-12-18 03:49:07.000000
55.70748,20.80876,55.77094,20.80019,"ATLANT","Fishing",7085,2016-12-16 22:45:06.000000
54.63615,19.96907,54.63342,19.8941,"ATLANTIDA","Fishing",4840,2016-12-14 23:33:03.000000
54.70739,18.99247,54.42768,18.99997,"BALTICA","Fishing",31141,2016-12-16 02:19:01.000000
57.67314,11.62985,57.66939,11.62202,"BISCAYA GG34","Fishing",626,2016-12-20 08:25:05.000000
54.53623,18.79753,54.37094,18.66333,"BOOTES","Fishing",20347,2016-12-18 23:55:07.000000
54.37277,18.66246,54.37305,18.66233,"BORIS SYROMYATNIKOV","Fishing",32,2016-12-18 08:23:02.000000
54.70523,20.48743,54.7051,20.48718,"BRATYA STOYANOVY","Fishing",22,2016-12-16 02:43:03.000000
54.79712,18.42093,54.79703,18.43237,"CHRISTINA MICHELLE","Fishing",734,2016-12-13 23:15:07.000000
57.603,11.62517,57.605,11.61267,"CLIPPERTON","Fishing",778,2016-12-14 16:27:06.000000
57.6004,11.7906,57.60124,11.79403,"CLIPPFJORD","Fishing",225,2016-12-19 07:33:06.000000
57.67466,11.66486,57.67349,11.66452,"DANAFJORD","Fishing",132,2016-12-17 07:39:06.000000
54.79982,18.44383,54.79816,18.81418,"DAR-10","Fishing",23766,2016-12-13 22:53:07.000000
55.87436,20.80899,55.62143,20.80016,"DARIUS","Fishing",28161,2016-12-16 06:25:08.000000
54.79985,18.44069,54.79614,18.42568,"DZI-92 ATILIUS","Fishing",1048,2016-12-20 04:11:13.000000
54.79833,18.477,54.79667,18.42983,"DZI 85","Fishing",3033,2016-12-18 19:19:06.000000
57.77259,11.62051,57.72721,11.66791,"ENSKAR","Fishing",5783,2016-12-20 09:31:05.000000
57.74771,11.61491,57.68261,11.64932,"EROS AV HONO","Fishing",7530,2016-12-14 16:47:06.000000
54.79632,18.41446,54.78333,18.4,"FENIKSS","Fishing",1718,2016-12-19 16:51:06.000000
54.52155,18.55017,54.79557,18.60304,"FRANEK ZUBRZYCKI","Fishing",30693,2016-12-14 10:09:07.000000
57.60175,11.60523,57.60079,11.79128,"GANTHI","Fishing",11098,2016-12-19 16:17:05.000000
54.77859,18.79903,54.55486,18.79762,"GDA-18","Fishing",24906,2016-12-15 08:13:07.000000
54.40454,18.76286,54.79945,18.81877,"GDA-20","Fishing",44109,2016-12-13 21:47:07.000000
57.90454,11.60112,57.9156,11.60165,"GG 38 TOVEN","Fishing",1232,2016-12-17 09:31:04.000000
57.66545,11.61814,57.67155,11.62779,"GG 391 ELISABETH","Fishing",889,2016-12-15 06:31:05.000000
57.70755,11.65801,57.70755,11.65801,"GG 65 CORIOLA","Fishing",0,2016-12-15 06:45:05.000000
57.64779,11.82975,57.62911,11.82257,"GG 668 SILVER","Fishing",2123,2016-12-16 15:51:05.000000
57.63206,11.82187,57.62533,11.82135,"GG 690 VINGASAND","Fishing",750,2016-12-19 10:37:04.000000
57.71507,11.60402,57.69856,11.64054,"GG102 MAUDAN","Fishing",2845,2016-12-14 15:23:05.000000
57.64334,11.83613,57.63395,11.82328,"GG1206 DANO","Fishing",1296,2016-12-17 22:19:05.000000
57.77292,11.61625,57.77287,11.61638,"GG292 MARTINA","Fishing",10,2016-12-15 23:49:05.000000
57.748,11.60948,57.7686,11.60609,"GG32 TRISTAN","Fishing",2302,2016-12-19 18:05:05.000000
57.73392,11.67183,57.73304,11.67202,"GG43 ANNA","Fishing",99,2016-12-18 11:33:05.000000
57.69855,11.6407,57.69855,11.6407,"GG451 MIA","Fishing",0,2016-12-15 09:15:05.000000
57.6271,11.76748,57.62975,11.78354,"GG75 MANILL","Fishing",1002,2016-12-15 13:57:06.000000
57.92948,11.60151,57.93022,11.60012,"GG976 SVANFORS","Fishing",116,2016-12-19 17:51:04.000000
57.71513,11.95762,57.71497,11.95756,"GINNETON","Fishing",18,2016-12-15 21:59:05.000000
57.60073,11.66888,57.74045,11.60468,"GLITTFORS","Fishing",16016,2016-12-19 15:23:05.000000
57.70826,11.6679,57.71786,11.66545,"GOTTSKAR","Fishing",1079,2016-12-19 21:43:05.000000
54.58895,18.7982,54.79885,18.79112,"HEL-102","Fishing",23370,2016-12-19 06:15:08.000000
54.68947,18.77327,54.79896,18.58353,"HEL-103","Fishing",17240,2016-12-16 05:59:07.000000
54.58753,18.7958,54.79856,18.73015,"HEL-111","Fishing",23868,2016-12-19 05:17:07.000000
54.52021,18.54748,54.52187,18.55046,"HEL-125","Fishing",267,2016-12-16 02:31:07.000000
54.68998,18.79441,54.58484,18.79607,"HEL-150","Fishing",11705,2016-12-14 22:37:07.000000
54.58743,18.79836,54.47846,18.95482,"HEL-152","Fishing",15789,2016-12-13 15:31:15.000000
54.79663,18.42929,54.5976,18.79981,"HEL-30","Fishing",32543,2016-12-16 16:39:07.000000
54.62632,18.99098,54.74201,18.99223,"HEL-4","Fishing",12879,2016-12-18 14:15:01.000000
54.73862,18.97788,54.74726,18.98651,"HEL-6","Fishing",1110,2016-12-17 06:09:01.000000
54.79933,18.65145,54.59163,18.79718,"HEL 112","Fishing",24950,2016-12-16 12:09:08.000000
54.79923,18.95095,54.79855,18.87031,"HEL 23","Fishing",5175,2016-12-17 04:31:02.000000
54.66508,18.68095,54.57585,18.99686,"HEL 95","Fishing",22655,2016-12-15 04:21:07.000000
57.69016,11.89695,57.69784,11.915,"INGUN","Fishing",1373,2016-12-15 06:17:06.000000
54.69573,18.67385,54.79601,18.93566,"JAS-12","Fishing",20189,2016-12-14 13:05:08.000000
54.69491,18.67736,54.53985,18.99999,"JAS-64","Fishing",27026,2016-12-15 03:55:06.000000
54.69625,18.67467,54.48427,18.93163,"JAS-74","Fishing",28836,2016-12-13 12:21:08.000000
54.58929,18.79665,54.79681,18.89184,"JAS-79","Fishing",23899,2016-12-15 15:53:07.000000
54.59019,18.79731,54.57363,18.99106,"JAS-80","Fishing",12635,2016-12-15 16:15:08.000000
54.71461,18.79882,54.59035,18.79755,"JAS 102","Fishing",13833,2016-12-20 08:09:15.000000
54.69586,18.674,54.57643,18.99891,"JAS 31","Fishing",24798,2016-12-13 11:31:08.000000
54.69179,18.67426,54.4257,18.99796,"JAS 39","Fishing",36249,2016-12-16 04:31:07.000000
54.69382,18.67424,54.42344,18.99882,"JAS 51","Fishing",36673,2016-12-16 04:31:07.000000
54.68604,18.67409,54.67375,18.67661,"JAS 61","Fishing",1378,2016-12-15 16:07:02.000000
54.59055,18.79766,54.79682,18.69658,"JAS 76","Fishing",23865,2016-12-16 17:55:07.000000
54.59158,18.79853,54.79996,18.88515,"JAS 77","Fishing",23857,2016-12-16 20:17:07.000000
54.69446,18.6773,54.53876,18.99776,"JAS 78","Fishing",26965,2016-12-15 03:45:07.000000
